Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-21 00:00:00-05:00,1.9700000286102295,2.0299999713897705,1.9600000381469727,2.0,31100,0.0,0.0
2025-02-24 00:00:00-05:00,2.049999952316284,2.049999952316284,1.9600000381469727,1.9900000095367432,27400,0.0,0.0
2025-02-25 00:00:00-05:00,2.0199999809265137,2.0199999809265137,1.9600000381469727,1.9600000381469727,9900,0.0,0.0
2025-02-26 00:00:00-05:00,2.0199999809265137,2.059999942779541,1.9600000381469727,2.0399999618530273,10800,0.0,0.0
2025-02-27 00:00:00-05:00,2.0799999237060547,2.0899999141693115,1.9500000476837158,2.0399999618530273,38600,0.0,0.0
2025-02-28 00:00:00-05:00,2.049999952316284,2.0799999237060547,2.0299999713897705,2.0799999237060547,5800,0.0,0.0
2025-03-03 00:00:00-05:00,2.0999999046325684,2.0999999046325684,2.0399999618530273,2.0899999141693115,45200,0.0,0.0
2025-03-04 00:00:00-05:00,2.0899999141693115,2.0999999046325684,1.9500000476837158,1.9800000190734863,39800,0.0,0.0
2025-03-05 00:00:00-05:00,1.9700000286102295,1.9700000286102295,1.9299999475479126,1.9600000381469727,31800,0.0,0.0
2025-03-06 00:00:00-05:00,1.9600000381469727,1.9800000190734863,1.940000057220459,1.9700000286102295,59200,0.0,0.0
2025-03-07 00:00:00-05:00,1.9500000476837158,1.9700000286102295,1.909999966621399,1.9299999475479126,8000,0.0,0.0
2025-03-10 00:00:00-04:00,1.899999976158142,1.940000057220459,1.899999976158142,1.909999966621399,16000,0.0,0.0
2025-03-11 00:00:00-04:00,1.909999966621399,1.9700000286102295,1.8300000429153442,1.840000033378601,30800,0.0,0.0
2025-03-12 00:00:00-04:00,1.899999976158142,1.899999976158142,1.7799999713897705,1.7899999618530273,35800,0.0,0.0
2025-03-13 00:00:00-04:00,1.850000023841858,2.190000057220459,1.7799999713897705,2.1700000762939453,80600,0.0,0.0
2025-03-14 00:00:00-04:00,2.1600000858306885,2.1700000762939453,2.059999942779541,2.130000114440918,32200,0.0,0.0
2025-03-17 00:00:00-04:00,2.130000114440918,2.4000000953674316,2.130000114440918,2.2799999713897705,47100,0.0,0.0
2025-03-18 00:00:00-04:00,2.2300000190734863,2.25,2.1700000762939453,2.2300000190734863,12300,0.0,0.0
2025-03-19 00:00:00-04:00,2.2200000286102295,2.309999942779541,2.1700000762939453,2.1700000762939453,34000,0.0,0.0
2025-03-20 00:00:00-04:00,2.2100000381469727,2.2300000190734863,2.140000104904175,2.1600000858306885,12800,0.0,0.0
2025-03-21 00:00:00-04:00,2.109999895095825,2.240000009536743,2.0999999046325684,2.1700000762939453,11400,0.0,0.0
2025-03-24 00:00:00-04:00,2.2200000286102295,2.2699999809265137,2.140000104904175,2.140000104904175,30600,0.0,0.0
2025-03-25 00:00:00-04:00,2.1700000762939453,2.1700000762939453,2.0799999237060547,2.0799999237060547,9700,0.0,0.0
2025-03-26 00:00:00-04:00,2.069999933242798,2.1600000858306885,2.069999933242798,2.0799999237060547,9100,0.0,0.0
2025-03-27 00:00:00-04:00,2.069999933242798,2.140000104904175,2.069999933242798,2.140000104904175,2800,0.0,0.0
2025-03-28 00:00:00-04:00,2.0999999046325684,2.312000036239624,2.0899999141693115,2.0899999141693115,21433,0.0,0.0
